"Zone","S","Shannon","Simpson","Pielou","BergerParker","S_rarefied","grupo","Zona"
"Zona_4",26,1.46545561245225,0.593161106816281,0.449788886041468,0.604972375690608,NA,"Flora","Zone 4"
"Zona_5",20,1.80824046157948,0.761982578449045,0.603605494904345,0.387833045376012,NA,"Flora","Zone 5"
"Zona_3",8,0.393642030466153,0.147869066766548,0.189301801746327,0.922312556458898,NA,"Flora","Zone 3"
"Zona_1",2,0.424818635712225,0.256704342653183,0.612883739019242,0.848780487804878,NA,"Flora","Zone 1"
"Zona_4",4,1.36826420908828,0.740451388888889,0.986993994538764,0.333333333333333,3.99050666930063,"Birds","Zone 4"
"Zona_5",4,1.29190600734467,0.697530864197531,0.931913195045408,0.444444444444444,4,"Birds","Zone 5"
"Zona_3",4,1.0464375546063,0.588013974737974,0.754845135315243,0.557377049180328,3.43223112837681,"Birds","Zone 3"
"Zona_1",4,1.17331852329728,0.666015625,0.846370407472074,0.4375,3.56214311986621,"Birds","Zone 1"
